codigo,dgenerica,despecifica,regimen,tipocalle,direccion,numero,codpostal,localidad,provincia,telefono,fax,latitud,longitud
"03015786","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","HABANERAS","Púb.","AV","DELFINA VIUDES","S/N",3183,"TORREVIEJA","Alacant","966700252","965715672",3.79892960e+01,-6.81877017e-01
"03015166","INSTITUTO DE EDUCACIÓN SECUNDARIA","JAIME DE SANT-ÀNGEL","Púb.","AV","DE LA LIBERTAD","S/N",3370,"REDOVÁN","Alacant","966754376","966735531",3.81131020e+01,-9.09332991e-01
"03014794","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL ZONA NORD","Púb.","CL","GENERAL PRIETO","16",3804,"ALCOI","Alacant","965335165","965336728",3.87059097e+01,-4.68077987e-01
"46029392","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL ENRIC VALOR","Púb.","CL","PICASSO","16",46250,"ALCÚDIA (L')","València","962996781","962996781",3.91978874e+01,-5.08426011e-01
"46029409","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL","Púb.","CL","SENYERA","4",46470,"ALBAL","València","961272289",,3.93975639e+01,-4.11965996e-01
"46029422","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL","Púb.","CL","JOSÉ CARSÍ","10",46100,"BURJASSOT","València","666475114",,3.95085945e+01,-4.08870995e-01
"46029434","ESCUELA PRIVADA DE MÚSICA","DE ADEMUZ","Priv.","AV","VALENCIA","39",46140,"ADEMUZ","València",,,4.00626183e+01,-1.28530395e+00
"46029446","ESCOLA PRIVADA DE MÚSICA","SANTA CECILIA","Priv.","CL","ALACANT","53",46892,"MONTAVERNER","València",,,3.88866005e+01,-4.96069014e-01
"46029458","ESCOLA PRIVADA DE MÚSICA","DE LA NOVA","Priv.","CL","SANCHIS GUARNER","16",46837,"QUATRETONDA","València",,,3.89440498e+01,-4.02642012e-01
"46029461","ESCOLA PRIVADA DE MÚSICA","AGRUPACIÓ ESCOLA MUSICAL LA NOVA DE L'OLLERIA","Priv.","PC","BEAT PARE FERRERES","S/N",46850,"OLLERIA (L')","València",,,3.89160461e+01,-5.53894997e-01
"46029471","ESCOLA PRIVADA DE MÚSICA","BARRIO DEL CRISTO","Priv.","CL","3 DE ABRIL","3",46930,"QUART DE POBLET","València","961093736",,3.94763412e+01,-4.58736002e-01
"46029483","ESCOLA PRIVADA DE MÚSICA","DE LA UNIÓ MUSICAL DE BENETUSSER","Priv.","PZ","CARDENAL BENLLOCH","4",46910,"BENETÚSSER","València",,,3.94242744e+01,-4.01134998e-01
"46029495","ESCUELA PRIVADA DE MÚSICA","CENTRO DE ESTUDIOS MUSICALES LA MARINENSE","Priv.","CL","CASTILLO DEL REAL","1",46163,"MARINES","València","961648582",,3.96777077e+01,-5.60841978e-01
"03017564","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","LES ESTRELETES","Priv.","CL","NOVELDA (LOCAL 6)","3",3110,"MUTXAMEL","Alacant","965957030",,3.84132309e+01,-4.45782989e-01
"03017576","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","CENTRO DE ESTUDIOS SANITARIOS DEL MEDITERRÁNEO","Priv.","CL","MARIANO BENLLIURE","31",3201,"ELX","Alacant","965448489","965448577",3.82629929e+01,-7.07234025e-01
"46029562","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL JOSEFA GUARDIOLA","Púb.","AV","VALENCIA","26",46117,"BÉTERA","València",,,3.95834999e+01,-4.56292003e-01
"46029586","INSTITUT D'EDUCACIÓ SECUNDÀRIA",,"Púb.","CL","SAN VICENTE FERRER","2",46184,"SAN ANTONIO DE BENAGÉBER","València","961353496","961353497",3.95628433e+01,-5.01339972e-01
"03017588","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL","Púb.","CL","JOVENTUT","14",3725,"TEULADA","Alacant","965740158 ext. 1801",,3.87281494e+01,1.09197997e-01
"03017591","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL LA TRILLADORA","Púb.","CL","SAN RAFAEL","74",3780,"PEGO","Alacant","965570011",,3.88429680e+01,-1.10216998e-01
"46029604","COLEGIO RURAL AGRUPADO","ALBORACHE-MACASTRE","Púb.","CM","DE YÁTOVA","2",46369,"ALBORACHE","València","962516141","962516530",3.93929367e+01,-7.74491012e-01
"46029616","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","CENTRO DE ESTUDIOS ADAMS ","Priv.","PZ","MARIANO BENLLIURE","5",46002,"VALENCIA","València","963942428","963942432",3.94722023e+01,-3.75948995e-01
"46029628","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","I. INTER II","Priv.","CL","MARVÁ","28-30",46007,"VALENCIA","València","963808764","963411452",3.94641762e+01,-3.84521008e-01
"46022944","INSTITUT D'EDUCACIÓ SECUNDÀRIA","VICENTA FERRER ESCRIVÁ","Púb.","CL","LA VALL D'UIXÓ","2",46014,"VALENCIA","València","963770038","963770034",3.94607582e+01,-3.95496994e-01
"12005763","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","PALMERAR","Púb.","AV","MOHINO","S/N",12560,"BENICÀSSIM","Castelló","964738825","964738826",4.00307426e+01,3.89349982e-02
"12005866","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","ESTEPAR","Púb.","CL","PASCUAL ASENSIO HERNÁNDEZ.","30",12006,"CASTELLÓ DE LA PLANA","Castelló","964558990","964558991",3.99738159e+01,-5.33140004e-02
"12005945","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL ISABEL GONZÁLEZ TORRES","Púb.","CL","RAFOL","S/N",12592,"XILXES","Castelló","964583311","964590425",3.97818947e+01,-1.82218999e-01
"12005970","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","LA MOLA","Púb.","CL","LA MOLA","S/N",12579,"ALCALÀ DE XIVERT ALCOSSEBRE","Castelló","964336075","964336076",4.02474899e+01,2.77040005e-01
"12006071","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","MIKOLE","Priv.","CL","CUADRA SABONER","4",12006,"CASTELLÓ DE LA PLANA","Castelló","964216363",,3.99874611e+01,-6.34400025e-02
"12006214","INSTITUT D'EDUCACIÓ SECUNDÀRIA","TORRE DEL REI","Púb.","CL","VICENTE BLASCO IBÁÑEZ","14",12594,"ORPESA","Castelló","964312140","964311062",4.00899734e+01,1.34314001e-01
"12005741","SECCIÓ D'EDUCACIÓ SECUNDÀRIA","ONDA DE L'I.E.S. SERRA D'ESPADÀ","Púb.","AV","SERRA D'ESPADÀ","S/N",12200,"ONDA","Castelló","964603580","964603573",3.99683990e+01,-2.58300006e-01
"12003754","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","DANY II, C.B.","Priv.","CL","REPÚBLICA ARGENTINA","2-4",12002,"CASTELLÓ DE LA PLANA","Castelló","964200125","964200125",3.99855118e+01,-4.46639992e-02
"03016122","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","ARCE FORMACIÓN","Priv.","AV","JAIME I","31",3502,"BENIDORM","Alacant","965869072","965869072",3.85426254e+01,-1.33247003e-01
"03015041","SECCIÓ D'EDUCACIÓ SECUNDÀRIA","BENILLOBA DE L'I.E.S. PADRE ARQUES","Púb.","CL","LA COMARCA","1",3810,"BENILLOBA","Alacant","965517001",,3.87014618e+01,-3.88029993e-01
"03015063","INSTITUT D'EDUCACIÓ SECUNDÀRIA","TORRELLANO","Púb.","CL","HISTORIADOR MIQUEL BATLLORI","2",3320,"ELX TORRELLANO","Alacant","965683306","965683247",3.82947540e+01,-5.84963024e-01
"03015142","INSTITUT D'EDUCACIÓ SECUNDÀRIA",,"Púb.","CL","DELS ESMOLADORS","3-5",3750,"PEDREGUER","Alacant","965760719","965761551",3.87990723e+01,4.02549990e-02
"03014277","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","NATURA","Priv.","AV","LOS GIRASOLES","31",3690,"SANT VICENT DEL RASPEIG","Alacant","965666855","965666855",3.84069366e+01,-4.94610012e-01
"03014393","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","AIRE LIBRE","Priv.","AV","DE LA MOLINETA","29",3610,"PETRER","Alacant","965374044","966952427",3.84684067e+01,-7.70030022e-01
"46026317","COL·LEGI RURAL AGRUPAT","LLOCNOU-ROTGLÀ","Púb.","CL","RAMÓN BENEITO","S/N",46816,"ROTGLÀ I CORBERÀ","València","962254273",,3.90060539e+01,-5.62738001e-01
"46026329","COLEGIO RURAL AGRUPADO","RINCÓN DE ADEMUZ","Púb.","AV","DE VALENCIA","47-C",46140,"ADEMUZ","València","978782155","978782155",4.00616684e+01,-1.28554702e+00
"46029343","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL","Púb.","CL","SUECA, S/N. C.VALENCIA","S/N",46400,"CULLERA","València","961723261","961723261",3.91680336e+01,-2.58671999e-01
"46029355","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL  ","Púb.","CL","SALVADOR BOTELLA","S/N",46440,"ALMUSSAFES","València","961784904","961784555",3.92904587e+01,-4.17748988e-01
"46029367","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL","Púb.","CL","GLORIETA","S/N",46670,"POBLA LLARGA (LA)","València","962970434","962970462",3.90844803e+01,-4.76446003e-01
"46029380","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL ESCOLA D'ADULTS SEDAVÍ II","Púb.","CL","VALENCIA","20",46910,"SEDAVÍ","València","963185040",,3.94233780e+01,-3.83502007e-01
"46029513","ESCOLA PRIVADA DE MÚSICA","SOCIETAT MUSICAL BARRI MALILLA","Priv.","CL","DRETS HUMANS","9",46006,"VALENCIA","València",,,3.94537010e+01,-3.80010009e-01
"03017527","ESCOLA PRIVADA DE MÚSICA","DE LA SOCIETAT UNIÓ MUSICAL DE BIAR ","Priv.","CL","SAN JERONI","7",3410,"BIAR","Alacant",,,3.86280708e+01,-7.63940990e-01
"03017539","ESCOLA PRIVADA DE MÚSICA","EDUCANDOS S.C.D. CAROLINAS","Priv.","CL","GARBINET","91",3012,"ALACANT","Alacant",,,3.83605232e+01,-4.80378002e-01
"03017540","ESCOLA PRIVADA DE MÚSICA","TRADICIONAL EL SOGALL","Priv.","CL","RAMÓN Y CAJAL","31",3420,"CASTALLA","Alacant",,,3.85943947e+01,-6.74098015e-01
"03017552","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","JOSÉ RAMÓN GARCÍA ANTÓN","Púb.","AV","SEVILLA","3",3690,"SANT VICENT DEL RASPEIG","Alacant","965661711","965671705",3.83926697e+01,-5.15424013e-01
"46029525","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL SOLC","Púb.","CL","TRES FORQUES","94",46018,"VALENCIA","València","963702371","963702371",3.94638748e+01,-4.01944995e-01
"12007024","COL·LEGI RURAL AGRUPAT","L'AIGUANEU","Púb.","CL","DEL SOL","S/N",12513,"CATÍ","Castelló","964409123","964409123",4.04712410e+01,2.41609998e-02
"12007036","COL·LEGI RURAL AGRUPAT","CELUMBRES","Púb.","CL","VIRGEN DEL PILAR","S/N",12318,"CINCTORRES","Castelló","964336225","964336226",4.05815315e+01,-2.18438998e-01
"46029549","COL·LEGI RURAL AGRUPAT","ESCOLES DEL XUQUER","Púb.","CL","CINCO","S/N",46267,"GAVARDA","València","962594340","962594340",3.90919304e+01,-5.46727002e-01
"46029550","COL·LEGI RURAL AGRUPAT","ALT CARRAIXET","Púb.","CL","ALTA","2",46169,"OLOCAU","València","962718250","962718251",3.97008858e+01,-5.30341983e-01
"12007048","ESCOLA PRIVADA DE MÚSICA","BONRETORN","Priv.","CL","LES CORTS","30",12539,"ALQUERÍAS DEL NIÑO PERDIDO","Castelló","964511617",,3.98963127e+01,-1.09068997e-01
"03017606","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL","Púb.","CL","SIERRA CORTINA","7",3509,"FINESTRAT","Alacant",,,3.85677376e+01,-2.13830993e-01
"03017618","ESCOLA PRIVADA DE MÚSICA","LA CONSTANCIA","Priv.","PZ","DE LA CONSTITUCIÓN","3-3",3130,"SANTA POLA","Alacant","966692132",,3.81902313e+01,-5.55217028e-01
"46028132","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL CONCEPCIÓN CARPI","Púb.","CL","ARQUEÒLEG BALLESTER","45",46860,"ALBAIDA","València","962900960",,3.88369751e+01,-5.14925003e-01
"46027267","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL D'ALBUIXECH","Púb.","CM","DE VALENCIA","30",46550,"ALBUIXECH","València","637470832",,3.95443878e+01,-3.27482015e-01
"46028715","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL D'ALMÀSSERA","Púb.","CL","CARRAIXET","2",46132,"ALMÀSSERA","València","961853750",,3.95129280e+01,-3.57717991e-01
"46028727","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL DE BELLREGUARD","Púb.","CL","MONDÚVER","S/N",46713,"BELLREGUARD","València","962815511","962816218",3.89454041e+01,-1.64554000e-01
"46029631","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","MI COLE","Priv.","CL","17","20-A",46182,"PATERNA CAÑADA (LA)","València","961323333","961322885",3.95313530e+01,-4.90337014e-01
"46029641","CENTRE PRIVAT D'EDUCACIÓ INFANTIL","JARDÍN DE VALTERNA","Priv.","CL","ESPIGOL","55",46980,"PATERNA","València","963650198",,3.95110970e+01,-4.32377011e-01
"46027413","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL DE FAURA","Púb.","CL","CERVANTES","5",46512,"FAURA","València","962600004",,3.97254257e+01,-2.62122005e-01
"46024655","ESCOLA PRIVADA DE MÚSICA","JOSÉ CARDONA LAHOZ","Priv.","AV","MARQUÉS DE LLOMBAI","6",46195,"LLOMBAI","València","615496839",,3.92813606e+01,-5.72362006e-01
"46024692","ESCOLA PRIVADA DE MÚSICA","SOCIEDAD MUSICAL UNIÓN DE PESCADORES","Priv.","CL","JOSÉ BENLLIURE","272",46011,"VALENCIA","València","963722606",,3.94722366e+01,-3.29632998e-01
"46024709","ESCOLA PRIVADA DE MÚSICA","NUESTRA SEÑORA DE FÁTIMA","Priv.","CL","JUMILLA","6",46018,"VALENCIA","València","963792372",,3.94683762e+01,-4.04455990e-01
"46024680","ESCOLA PRIVADA DE MÚSICA","UNIÓ ARTÍSTICA MUSICAL","Priv.","CL","SANT JAUME","42",46191,"VILAMARXANT","València","962710027",,3.95710106e+01,-6.23705029e-01
"46023985","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","MAMI'S & PAPI'S","Priv.","CL","LA SENYERA","49",46185,"POBLA DE VALLBONA (LA)","València","962761475","962761475",3.95909309e+01,-5.50984979e-01
"46026342","COLEGIO RURAL AGRUPADO","VALLE DE AYORA-COFRENTES","Púb.","CL","JARRAL","S/N",46623,"JARAFUEL","València","961899009",,3.91404457e+01,-1.07395601e+00
"46026305","COLEGIO RURAL AGRUPADO","EL TEJO","Púb.","PZ","DEL MERCADO","14",46352,"REQUENA CAMPO ARCIS","València","962303661",,3.94311714e+01,-1.16834903e+00
"12006241","COL·LEGI RURAL AGRUPAT","ESPADA-MILLARS","Púb.","AV","MONTI","1",12221,"TALES","Castelló","964738840","964738841",3.99494553e+01,-3.06318015e-01
"12006251","COLEGIO RURAL AGRUPADO","PEÑA ESCABIA","Púb.","CL","LORETO","12",12430,"BEJÍS","Castelló","964336365","964336366",3.99097939e+01,-7.07116008e-01
"46026275","COLEGIO RURAL AGRUPADO","ALTO JUCAR","Púb.","CL","MARQUÉS DE DOS AGUAS","S/N",46198,"DOS AGUAS","València","962529072",,3.92891808e+01,-7.99956977e-01
"46026287","COLEGIO RURAL AGRUPADO","EL PINAR","Púb.","CL","DIPUTACIÓN","7",46172,"ALCUBLAS","València","962704040","962704040",3.97959099e+01,-7.00833976e-01
"46026299","COLEGIO RURAL AGRUPADO","EL SABINAR","Púb.","CL","ESCUELAS","S/N",46179,"ARAS DE LOS OLMOS","València","962102092",,3.99233131e+01,-1.13166702e+00
"12006226","ESCOLA PÚBLICA DE MÚSICA","MUNICIPAL","Púb.","CL","PILAR","S/N",12318,"CINCTORRES","Castelló","964181001",,4.05816040e+01,-2.18036994e-01
"46026214","ESCOLA PRIVADA DE MÚSICA","JOSÉ MORENO GANS","Priv.","CL","AUDITORIO MORENO GANS","4",46680,"ALGEMESÍ","València","962482526",,3.91899910e+01,-4.33326989e-01
"46026226","ESCOLA PRIVADA DE MÚSICA",,"Priv.","CL","SANT PERE","S/N",46710,"DAIMÚS","València","962819274",,3.89756927e+01,-1.43261999e-01
"46026238","ESCOLA PRIVADA DE MÚSICA","CENTRO ARTISTÍCO MUSICAL","Priv.","CL","MAYOR","14",46113,"MONCADA","València","961390064","961390064",3.95445747e+01,-3.93431991e-01
"46026241","ESCOLA PRIVADA DE MÚSICA","TALLER DE MÚSICA","Priv.","CL","MISTRAL","22",46020,"VALENCIA","València","963616361","963278929",3.94850883e+01,-3.58087987e-01
"46026251","ESCOLA PRIVADA DE MÚSICA","AGRUPACIÓ MUSICAL","Priv.","CL","BARRANC DE LA MONEDA","32",46720,"VILLALONGA","València","962805652",,3.88836327e+01,-2.10703999e-01
"46026512","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","CENTRO DE ESTUDIOS APPEND, SL","Priv.","CL","JAIME GARCÍA SORIA","3",46950,"XIRIVELLA","València","963790079","963790079",3.94668198e+01,-4.28638011e-01
"46026433","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","MARNI II","Priv.","CL","DUQUE DE MANDAS","S/N",46019,"VALENCIA","València","963650832","963650162",3.94924583e+01,-3.68041992e-01
"46026445","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL LA VIETA","Púb.","CL","JAUME I EL CONQUERIDOR","10",46740,"CARCAIXENT","València","962433952",,3.91181335e+01,-4.45998013e-01
"46026585","CENTRE AUTORITZAT ELEMENTAL DE DANSA","LA UNIÓ MUSICAL D'ALAQUÀS","Priv.","AV","PAÍS VALENCIÀ","9",46970,"ALAQUÀS","València","961503902",,3.94562683e+01,-4.59903985e-01
"46026494","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","CATXIRULO","Priv.","CL","RAFAEL CORT","3",46006,"VALENCIA","València","963282125",,3.94570999e+01,-3.67168009e-01
"46026500","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL","Púb.","CL","ALACANT","59",46892,"MONTAVERNER","València","962297121",,3.88861313e+01,-4.96028990e-01
"46026639","CENTRE PRIVAT D'EDUCACIÓ INFANTIL","MI CHALET","Priv.","CL","IMPRESOR JOSÉ DE ORGA","10",46022,"VALENCIA","València","963555737",,3.94700928e+01,-3.44911009e-01
"46026536","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","VIRGEN DE CORTES 2","Priv.","CL","GENERAL BARROSO","27",46017,"VALENCIA","València","963785644","963813644 ",3.94532394e+01,-3.90293986e-01
"03016420","CENTRE PRIVAT E. PRIMÀRIA I SECUNDÀRIA","EL PLANET","Priv.","PD","EL PLANET","71",3590,"ALTEA","Alacant","965844224","965843340",3.85886650e+01,-7.40050003e-02
"46026603","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","PICCOLO","Priv.","CL","BERENGUER MALLOL","11",46022,"VALENCIA","València","963311268",,3.94652481e+01,-3.45028996e-01
"46028818","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL DE FONTANARS DELS ALFORINS","Púb.","CL","DE LES ESCOLES","1",46635,"FONTANARS DELS ALFORINS","València","962222233","960706890",3.87819061e+01,-7.84336984e-01
"46027796","C. DOCEN. PÚB. DE FORMACIÓN BÁSICA DE PER. ADULTAS","MUNICIPAL DE GODELLETA","Púb.","CL","SAN PEDRO","11",46388,"GODELLETA","València","961800639",,3.94233551e+01,-6.87664986e-01
"46028821","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL DE GUADASSUAR","Púb.","CL","GRAN VÍA","79",46610,"GUADASSUAR","València","962570000",,3.91881599e+01,-4.77025986e-01
"46028995","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL MARÍA DE VIDAURA","Púb.","CL","SANT DOMENECH","18",46838,"LLUTXENT","València","962294001",,3.89429131e+01,-3.56153995e-01
"46029045","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL DE MELIANA","Púb.","CL","MARÍA MANGLANO","2",46133,"MELIANA","València","961490065",,3.95306320e+01,-3.46487999e-01
"46027498","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL DE MOIXENT","Púb.","CL","SANTAS RELIQUIAS","3",46640,"MOIXENT","València","962295010",,3.88744469e+01,-7.54858971e-01
"03016869","C. DOCEN. PÚB. DE FORMACIÓN BÁSICA DE PER. ADULTAS","MUNICIPAL DE SAN FULGENCIO","Púb.","CL","LO PLATERO","3",3177,"SAN FULGENCIO","Alacant","966794201",,3.81170311e+01,-7.17705011e-01
"03016870","C. DOCEN. PÚB. DE FORMACIÓN BÁSICA DE PER. ADULTAS","MUNICIPAL DE SAN MIGUEL DE SALINAS","Púb.","CL","MIGUEL GARCÍA GALANT","S/N",3193,"SAN MIGUEL DE SALINAS","Alacant","965720001",,3.79795532e+01,-7.91359007e-01
"46029653","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL MESTRE MANUEL ROSICH SANCHIS","Púb.","CL","RAMÓN Y BENEYTO","18",46816,"ROTGLÀ I CORBERÀ","València","962928148","962928027",3.90057602e+01,-5.62394977e-01
"03017621","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","GARABATOS","Priv.","CL","JIJONA","6",3690,"SANT VICENT DEL RASPEIG","Alacant","965667204","965667204",3.83995934e+01,-5.27418971e-01
"12007051","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","JUAN G. RIPOLLÉS","Púb.","CL","RÍO ADRA","3",12006,"CASTELLÓ DE LA PLANA","Castelló","964739390","964739391",3.99777184e+01,-5.28069995e-02
"46029665","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL SANTA ANA","Púb.","CL","MONDÚVER","39",46700,"GANDIA","València","962867337","962867337",3.89726181e+01,-1.86482996e-01
"46029677","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL DEL GRAU","Púb.","CL","CAMÍ VELL DEL GRAU","1",46730,"GANDIA GRAU I PLATJA","València","962844261",,3.89938202e+01,-1.63158998e-01
"46029689","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","NÚMERO 10","Púb.","CL","MAESTRO LORENZO FUERTES JÚLVEZ","19",46900,"TORRENT","València","961205000","961205001",3.94263916e+01,-4.79342997e-01
"46029690","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL DE LA POBLA DE VALLBONA","Púb.","CL","SENYERA","31",46185,"POBLA DE VALLBONA (LA)","València","962763216",,3.95910530e+01,-5.53080022e-01
"03017631","ESCUELA INFANTIL DE PRIMER CICLO","MUNICIPAL","Púb.","PG","INDUST. DE PONIENTE,MANZANA A-1,PARCELA","A-2",3158,"CATRAL","Alacant","678517885","965723018",3.81569748e+01,-8.08535993e-01
"46029707","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL EL XÚQUER","Púb.","CL","FRANC","S/N",46295,"SUMACÀRCER","València","962595280","962595531",3.90993347e+01,-6.30307972e-01
"46029720","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","SAINT THOMAS","Priv.","CL","SAGUNTO","118-D",46009,"VALENCIA","València","963267497","961337833",3.94871063e+01,-3.75016004e-01
"46026421","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","TOMÁS DE MONTAÑANA","Púb.","AV","BALEARES","40",46023,"VALENCIA","València","962566780","962566781",3.94617119e+01,-3.51561993e-01
"46024679","ESCOLA PRIVADA DE MÚSICA","COLEGIO ADVENTISTA","Priv.","CR","DE PETRÉS","S/N",46500,"SAGUNT","València","962655757","962650166",3.97023506e+01,-2.82254010e-01
"03016407","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","EL PATI","Priv.","PZ","SANTA MARÍA MAGDALENA","3",3660,"NOVELDA","Alacant","965624684",,3.83881760e+01,-7.66596973e-01
"46026457","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","IVAFE","Priv.","CL","SANTANDER","16-18",46017,"VALENCIA","València","963327070","963786599",3.94543533e+01,-3.90110999e-01
"46026469","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","SAMARUC","Priv.","CL","GRAZ LIEBENAU","32-IZ",46910,"ALFAFAR","València","963961663",,3.94151535e+01,-3.96649987e-01
"03016390","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","SOL Y LUNA","Priv.","CL","RAMÓN Y CAJAL","42",3690,"SANT VICENT DEL RASPEIG","Alacant","965666177",,3.83986206e+01,-5.27387023e-01
"12006329","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","PEKE'S II","Priv.","CL","L'ILLA DE BALEATO","35",12006,"CASTELLÓ DE LA PLANA","Castelló","964253086","964253086",3.99749985e+01,-5.27000017e-02
"46026551","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","ENCARNA LANDETE Y ANA BOIX","Priv.","AV","CALVO ACACIO","3",46250,"ALCÚDIA (L')","València","645122686",,3.91976662e+01,-5.05832016e-01
"46026573","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","SACAPUNTAS SIN CORTES NI PUNTAS","Priv.","CL","CARRERA FUENTE DE SAN LUIS","11",46006,"VALENCIA","València","963292020",,3.94578972e+01,-3.71829987e-01
"12006299","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA"," I. INTER","Priv.","CL","FERNANDO EL CATÓLICO","3-4",12005,"CASTELLÓ DE LA PLANA","Castelló","964230323",,3.99802208e+01,-3.04189995e-02
"46029744","CENTRE PRIVAT D'EDUCACIÓ INFANTIL","EL VALLE 1","Priv.","CL","GRABADOR ENGUÍDANOS","60",46015,"VALENCIA","València","963499581",,3.94798622e+01,-3.96921009e-01
"46029756","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL PAZ MÍNGUEZ","Púb.","CL","LA SÈQUIA","16",46270,"VILLANUEVA DE CASTELLÓN","València","962452995","962452995",3.90774841e+01,-5.13975978e-01
"03017667","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL","Púb.","CL","NOU","36",3530,"NUCIA (LA)","Alacant","965870700",,3.86176071e+01,-1.24637000e-01
