codigo,dgenerica,despecifica,dabreviada,regimen,tipocalle,direccion,numero,codpostal,localidad,provincia,telefono,fax,latitud,longitud
46022944,INSTITUT D'EDUCACIÓ SECUNDÀRIA,"PATRAIX, VICENTA FERRER ESCRIVÁ","IES PATRAIX, VICENTA FERRER ESCRIVÁ",Púb.,CL,LA VALL D'UIXÓ,2,46014,VALENCIA,València,961206295,961206296,"39,46076","-0,395497"
12005763,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,PALMERAR,CEIP PALMERAR,Púb.,AV,MOHINO,S/N,12560,BENICÀSSIM,Castelló,964738825,964738826,"40,03074","0,038935"
12005866,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,ESTEPAR,CEIP ESTEPAR,Púb.,CL,PASCUAL ASENSIO HERNÁNDEZ.,30,12006,CASTELLÓ DE LA PLANA,Castelló,964558990,964558991,"39,97382","-0,053314"
12005945,ESCOLA INFANTIL DE PRIMER CICLE,MUNICIPAL ISABEL GONZÁLEZ TORRES,EI 1er CICLE MUNICIPAL ISABEL GONZÁLEZ TORRES,Púb.,CL,RAFOL,S/N,12592,XILXES,Castelló,964583311,964590425,"39,78217","-0,187666"
12005970,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,LA MOLA,CEIP LA MOLA,Púb.,CL,LA MOLA,S/N,12579,ALCALÀ DE XIVERT ALCOSSEBRE,Castelló,964336075,964336076,"40,24749","0,27704"
12006071,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,MIKOLE,CENTRE PRIV. ED. INF. 1er CICLE MIKOLE,Priv.,CL,CUADRA SABONER,4,12006,CASTELLÓ DE LA PLANA,Castelló,964216363,,"39,98746","-0,06344"
03015373,ESCOLA INFANTIL DE PRIMER CICLE,MUNICIPAL RAMONA SIMÓN,EI 1er CICLE MUNICIPAL RAMONA SIMÓN,Púb.,CL,TIRSO DE MOLINA (ESQ.VIRIATO),S/N,3660,NOVELDA,Alacant,965604937,,"38,38743","-0,770813"
03015786,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,HABANERAS,CEIP HABANERAS,Púb.,AV,DELFINA VIUDES,S/N,3183,TORREVIEJA,Alacant,966926725,966926726,"37,9893","-0,681877"
03015166,INSTITUTO DE EDUCACIÓN SECUNDARIA,JAIME DE SANT-ÁNGEL,IES JAIME DE SANT-ÁNGEL,Púb.,AV,DE LA LIBERTAD,S/N,3370,REDOVÁN,Alacant,966904745,966904746,"38,1134","-0,909544"
03014794,ESCOLA INFANTIL DE PRIMER CICLE,MUNICIPAL ZONA NORD,EI 1er CICLE MUNICIPAL ZONA NORD,Púb.,CL,GENERAL PRIETO,16,3804,ALCOI,Alacant,965335165,965336728,"38,70574","-0,46787"
03015041,SECCIÓ D'EDUCACIÓ SECUNDÀRIA,DE L'IES PADRE ARQUES A BENILLOBA,SECCIÓ DE L'IES PADRE ARQUES A BENILLOBA,Púb.,CL,LA COMARCA,1,3810,BENILLOBA,Alacant,966527848,966527847,"38,70146","-0,38803"
03015063,INSTITUT D'EDUCACIÓ SECUNDÀRIA,TORRELLANO,IES TORRELLANO,Púb.,CL,HISTORIADOR MIQUEL BATLLORI,2,3320,ELX TORRELLANO,Alacant,966912300,966912301,"38,29475","-0,584963"
03015142,INSTITUT D'EDUCACIÓ SECUNDÀRIA,,IES DE PEDREGUER,Púb.,CL,DELS ESMOLADORS,3-5,3750,PEDREGUER,Alacant,966428220,966428221,"38,79687","0,045232"
03014277,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,NATURA,CENTRE PRIV. ED. INF. 1er CICLE NATURA,Priv.,AV,LOS GIRASOLES,31,3690,SANT VICENT DEL RASPEIG,Alacant,965666855,965666855,"38,40694","-0,49461"
03014393,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,AIRE LIBRE,CENTRE PRIV. ED. INF. 1er CICLE AIRE LIBRE,Priv.,AV,DE LA MOLINETA,29,3610,PETRER,Alacant,965374044,966952427,"38,46627","-0,77059"
46026317,COL·LEGI RURAL AGRUPAT,LLOCNOU-ROTGLÀ,CRA LLOCNOU-ROTGLÀ,Púb.,CL,RAMÓN BENEYTO,S/N,46816,ROTGLÀ I CORBERÀ,València,962249820,962249821,"39,00605","-0,562738"
46026329,COLEGIO RURAL AGRUPADO,RINCÓN DE ADEMUZ,CRA RINCÓN DE ADEMUZ,Púb.,AV,DE VALENCIA,47-C,46140,ADEMUZ,València,978787010,978787011,"40,05962","-1,285469"
46029458,ESCOLA PRIVADA DE MÚSICA,DE LA NOVA,ESCOLA PRIVADA DE MÚSICA DE LA NOVA,Priv.,CL,SANCHIS GUARNER,16,46837,QUATRETONDA,València,,,"38,94432","-0,401488"
46029461,ESCOLA PRIVADA DE MÚSICA,AGRUPACIÓ ESCOLA MUSICAL LA NOVA DE L'OLLERIA,ESCOLA PRIVADA DE MÚSICA A.E.MUSICAL LA NOVA DE L'OLLERIA,Priv.,PC,BEAT PARE FERRERES,S/N,46850,OLLERIA (L'),València,,,"38,91605","-0,553895"
46029471,ESCOLA PRIVADA DE MÚSICA,BARRIO DEL CRISTO,ESCOLA PRIVADA DE MÚSICA BARRIO DEL CRISTO,Priv.,CL,3 DE ABRIL,3,46930,QUART DE POBLET,València,961093736,,"39,47634","-0,458736"
46029483,ESCOLA PRIVADA DE MÚSICA,DE LA UNIÓ MUSICAL DE BENETUSSER,ESCOLA PRIVADA DE MÚSICA DE LA UNIÓ MUSICAL DE BENETUSSER,Priv.,PZ,CARDENAL BENLLOCH,4,46910,BENETÚSSER,València,,,"39,42427","-0,401135"
46029495,ESCUELA PRIVADA DE MÚSICA,CENTRO DE ESTUDIOS MUSICALES LA MARINENSE,ESCUELA PRIVADA DE MÚSICA C.ESTUDIOS MUSICALES LA MARINENSE,Priv.,CL,CASTILLO DEL REAL,1,46163,MARINES,València,961648582,,"39,67771","-0,560842"
46029513,ESCOLA PRIVADA DE MÚSICA,SOCIETAT MUSICAL BARRI MALILLA,ESCOLA PRIVADA DE MÚSICA SOCIETAT MUSICAL BARRI MALILLA,Priv.,CL,DRETS HUMANS,9,46006,VALENCIA,València,,,"39,45327","-0,380035"
03017527,ESCOLA PRIVADA DE MÚSICA,DE LA SOCIETAT UNIÓ MUSICAL DE BIAR ,ESCOLA PRIVADA DE MÚSICA DE LA SOCIETAT U. MUSICAL DE BIAR,Priv.,CL,SAN JERONI,7,3410,BIAR,Alacant,,,"38,62807","-0,763941"
03017539,ESCOLA PRIVADA DE MÚSICA,EDUCANDOS S.C.D. CAROLINAS,ESCOLA PRIVADA DE MÚSICA EDUCANDOS S.C.D. CAROLINAS,Priv.,CL,GARBINET,91,3012,ALACANT,Alacant,965250004,,"38,36052","-0,480378"
03017540,ESCOLA PRIVADA DE MÚSICA,TRADICIONAL EL SOGALL,ESCOLA PRIVADA DE MÚSICA TRADICIONAL EL SOGALL,Priv.,CL,RAMÓN Y CAJAL,31,3420,CASTALLA,Alacant,,,"38,59439","-0,674098"
03017588,C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES,MUNICIPAL,CENTRE FPA MUNICIPAL,Púb.,CL,JOVENTUT,14,3725,TEULADA,Alacant,965740158 ext. 1801,,"38,72815","0,109198"
03017591,ESCOLA INFANTIL DE PRIMER CICLE,MUNICIPAL LA TRILLADORA,EI 1er CICLE MUNICIPAL LA TRILLADORA,Púb.,CL,SAN RAFAEL,74,3780,PEGO,Alacant,965570011,,"38,84297","-0,110217"
46029604,COLEGIO RURAL AGRUPADO,ALBORACHE-MACASTRE,CRA ALBORACHE-MACASTRE,Púb.,CM,DE YÁTOVA,2,46369,ALBORACHE,València,961808410,961808411,"39,39294","-0,774491"
46029616,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,CENTRO DE ESTUDIOS ADAMS ,CENTRE PRIVAT FP CENTRO DE ESTUDIOS ADAMS,Priv.,PZ,MARIANO BENLLIURE,5,46002,VALENCIA,València,963942428,963942432,"39,4722","-0,375949"
46029628,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,I. INTER II,CENTRE PRIVAT FP I. INTER II,Priv.,CL,MARVÁ,28-30,46007,VALENCIA,València,963808764,963411452,"39,46418","-0,384521"
12007048,ESCOLA PRIVADA DE MÚSICA,BONRETORN,ESCOLA PRIVADA DE MÚSICA BONRETORN,Priv.,CL,LES CORTS,30,12539,ALQUERÍAS DEL NIÑO PERDIDO,Castelló,964511617,,"39,89631","-0,109069"
03017606,ESCOLA INFANTIL DE PRIMER CICLE,MUNICIPAL,EI 1er CICLE MUNICIPAL,Púb.,CL,SIERRA CORTINA,7,3509,FINESTRAT,Alacant,667691314,,"38,56808","-0,2134"
03017618,ESCOLA PRIVADA DE MÚSICA,LA CONSTANCIA,ESCOLA PRIVADA DE MÚSICA LA CONSTANCIA,Priv.,PZ,DE LA CONSTITUCIÓN,3-3,3130,SANTA POLA,Alacant,966692132,,"38,19023","-0,555217"
46028132,C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES,MUNICIPAL CONCEPCIÓN CARPI,CENTRE FPA MUNICIPAL CONCEPCIÓN CARPI,Púb.,CL,ARQUEÒLEG BALLESTER,45,46860,ALBAIDA,València,962900960,,"38,83698","-0,514925"
46027267,C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES,MUNICIPAL D'ALBUIXECH,CENTRE FPA MUNICIPAL D'ALBUIXECH,Púb.,CM,DE VALENCIA,30,46550,ALBUIXECH,València,637470832,,"39,54439","-0,327482"
46028715,C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES,MUNICIPAL D'ALMÀSSERA,CENTRE FPA MUNICIPAL D'ALMÀSSERA,Púb.,CL,CARRAIXET,2,46132,ALMÀSSERA,València,961853750,,"39,51293","-0,357718"
46028727,C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES,MUNICIPAL DE BELLREGUARD,CENTRE FPA MUNICIPAL DE BELLREGUARD,Púb.,CL,MONDÚVER,S/N,46713,BELLREGUARD,València,962815511,962816218,"38,9454","-0,164554"
46029631,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,MI COLE,CENTRE PRIV. ED. INF. 1er CICLE MI COLE,Priv.,CL,17,20-A,46182,PATERNA CAÑADA (LA),València,961323333,961322885,"39,53135","-0,490337"
46029641,CENTRE PRIVAT D'EDUCACIÓ INFANTIL,JARDÍN DE VALTERNA,CENTRE PRIV. ED. INFANTIL JARDÍN DE VALTERNA,Priv.,CL,ESPÍGOL,55,46980,PATERNA,València,961381898,961364055,"39,5111","-0,432377"
46027413,C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES,MUNICIPAL DE FAURA,CENTRE FPA MUNICIPAL DE FAURA,Púb.,CL,CERVANTES,5,46512,FAURA,València,962600004,,"39,72543","-0,262122"
03017552,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,JOSÉ RAMÓN GARCÍA ANTÓN,CEIP JOSÉ RAMÓN GARCÍA ANTÓN,Púb.,AV,SEVILLA,3,3690,SANT VICENT DEL RASPEIG,Alacant,965937100,965937101,"38,39266","-0,515199"
46029525,ESCOLA INFANTIL DE PRIMER CICLE,MUNICIPAL SOLC,EI 1er CICLE MUNICIPAL SOLC,Púb.,CL,TRES FORQUES,94,46018,VALENCIA,València,963702371,963702371,"39,46387","-0,401945"
12007024,COL·LEGI RURAL AGRUPAT,L'AIGUANEU,CRA L'AIGUANEU,Púb.,CL,DEL SOL,S/N,12513,CATÍ,Castelló,964405655,964405656,"40,47124","0,024161"
12007036,COL·LEGI RURAL AGRUPAT,CELUMBRES,CRA CELUMBRES,Púb.,CL,VIRGEN DEL PILAR,S/N,12318,CINCTORRES,Castelló,964336225,964336226,"40,58153","-0,218439"
46029549,COL·LEGI RURAL AGRUPAT,ESCOLES DEL XUQUER,CRA ESCOLES DEL XUQUER,Púb.,CL,CINCO,S/N,46267,GAVARDA,València,962457795,962457796,"39,09193","-0,546727"
46029550,COL·LEGI RURAL AGRUPAT,ALT CARRAIXET,CRA ALT CARRAIXET,Púb.,CL,ALTA,2,46169,OLOCAU,València,962718250,962718251,"39,70089","-0,530342"
03017564,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,LES ESTRELETES,CENTRE PRIV. ED. INF. 1er CICLE LES ESTRELETES,Priv.,CL,NOVELDA (LOCAL 6),3,3110,MUTXAMEL,Alacant,965957030,,"38,41354","-0,445919"
03017576,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,CENTRO DE ESTUDIOS SANITARIOS DEL MEDITERRÁNEO,CENTRE PRIVAT FP C.ESTUDIOS SANITARIOS DEL MEDITERRÁNEO,Priv.,CL,MARIANO BENLLIURE,31,3201,ELX,Alacant,965448489,965448577,"38,26298","-0,707128"
46029562,ESCOLA INFANTIL DE PRIMER CICLE,MUNICIPAL JOSEFA GUARDIOLA,EI 1er CICLE MUNICIPAL JOSEFA GUARDIOLA,Púb.,AV,VALENCIA,26,46117,BÉTERA,València,,,"39,5835","-0,456292"
46029586,INSTITUT D'EDUCACIÓ SECUNDÀRIA,,IES DE SAN ANTONIO DE BENAGÉBER,Púb.,CL,SAN VICENTE FERRER,2,46184,SAN ANTONIO DE BENAGÉBER,València,961206325,961206326,"39,56284","-0,50134"
46024655,ESCOLA PRIVADA DE MÚSICA,JOSÉ CARDONA LAHOZ,ESCOLA PRIVADA DE MÚSICA JOSÉ CARDONA LAHOZ,Priv.,AV,MARQUÉS DE LLOMBAI,6,46195,LLOMBAI,València,615496839,,"39,28136","-0,572362"
46024692,ESCOLA PRIVADA DE MÚSICA,SOCIEDAD MUSICAL UNIÓN DE PESCADORES,ESCOLA PRIVADA DE MÚSICA DE LA SOC.MUS.UNIÓN DE PESCADORES,Priv.,CL,JOSÉ BENLLIURE,272,46011,VALENCIA,València,963722606,,"39,47224","-0,329633"
46024709,ESCOLA PRIVADA DE MÚSICA,NUESTRA SEÑORA DE FÁTIMA,ESCOLA PRIVADA DE MÚSICA NUESTRA SEÑORA DE FÁTIMA,Priv.,CL,JUMILLA,6,46018,VALENCIA,València,963792372,,"39,46838","-0,404456"
46024680,ESCOLA PRIVADA DE MÚSICA,UNIÓ ARTÍSTICA MUSICAL,ESCOLA PRIVADA DE MÚSICA UNIÓ ARTÍSTICA MUSICAL,Priv.,CL,SANT JAUME,42,46191,VILAMARXANT,València,962710027,,"39,57101","-0,623705"
46023985,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,MAMI'S & PAPI'S,CENTRE PRIV. ED. INF. 1er CICLE MAMI'S & PAPI'S,Priv.,CL,LA SENYERA,49,46185,POBLA DE VALLBONA (LA),València,962761475,962761475,"39,59093","-0,550985"
46026305,COLEGIO RURAL AGRUPADO,EL TEJO,CRA EL TEJO,Púb.,PZ,DEL MERCADO,14,46352,REQUENA CAMPO ARCIS,València,962339030,962339031,"39,43117","-1,168349"
12006241,COL·LEGI RURAL AGRUPAT,ESPADA-MILLARS,CRA ESPADA-MILLARS,Púb.,AV,MONTI,1,12221,TALES,Castelló,964738840,964738841,"39,94909","-0,306205"
12006251,COLEGIO RURAL AGRUPADO,PEÑA ESCABIA,CRA PEÑA ESCABIA,Púb.,CL,LORETO,12,12430,BEJÍS,Castelló,964336365,964336366,"39,90984","-0,70726"
46026275,COLEGIO RURAL AGRUPADO,ALTO JUCAR,CRA ALTO JUCAR,Púb.,CL,MARQUÉS DE DOS AGUAS,S/N,46198,DOS AGUAS,València,961808415,961808416,"39,28918","-0,799957"
46026287,COLEGIO RURAL AGRUPADO,EL PINAR,CRA EL PINAR,Púb.,CL,DIPUTACIÓN,7,46172,ALCUBLAS,València,962718190,962718191,"39,79591","-0,700834"
46026299,COLEGIO RURAL AGRUPADO,EL SABINAR,CRA EL SABINAR,Púb.,CL,ESCUELAS,S/N,46179,ARAS DE LOS OLMOS,València,962103010,962103011,"39,92331","-1,131667"
12006226,ESCOLA PÚBLICA DE MÚSICA,MUNICIPAL,E. DE MÚSICA MUNICIPAL,Púb.,CL,PILAR,S/N,12318,CINCTORRES,Castelló,964181001,,"40,5816","-0,218037"
46026214,ESCOLA PRIVADA DE MÚSICA,JOSÉ MORENO GANS,ESCOLA PRIVADA DE MÚSICA JOSÉ MORENO GANS,Priv.,CL,AUDITORIO MORENO GANS,4,46680,ALGEMESÍ,València,962482526,,"39,18999","-0,433327"
46026226,ESCOLA PRIVADA DE MÚSICA,,ESCOLA PRIVADA DE MÚSICA,Priv.,CL,SANT PERE,S/N,46710,DAIMÚS,València,962819274,,"38,97569","-0,143262"
46026238,ESCOLA PRIVADA DE MÚSICA,CENTRO ARTISTÍCO MUSICAL,ESCOLA PRIVADA DE MÚSICA CENTRO ARTÍSTICO MUSICAL,Priv.,CL,MAYOR,14,46113,MONCADA,València,961390064,961390064,"39,54457","-0,393432"
46026241,ESCOLA PRIVADA DE MÚSICA,TALLER DE MÚSICA,ESCOLA PRIVADA DE MÚSICA TALLER DE MÚSICA,Priv.,CL,MISTRAL,22,46020,VALENCIA,València,963616361,963278929,"39,48509","-0,358088"
46026251,ESCOLA PRIVADA DE MÚSICA,AGRUPACIÓ MUSICAL,ESCOLA PRIVADA DE MÚSICA AGRUPACIÓ MUSICAL,Priv.,CL,BARRANC DE LA MONEDA,32,46720,VILALLONGA,València,962805652,,"38,88363","-0,210704"
46026421,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,TOMÁS DE MONTAÑANA,CEIP TOMÁS DE MONTAÑANA,Púb.,AV,BALEARES,40,46023,VALENCIA,València,962566780,962566781,"39,46171","-0,351562"
46026512,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,"CENTRO DE ESTUDIOS APPEND, SL","CENTRE PRIVAT FP CENTRO DE ESTUDIOS APPEND, SL",Priv.,CL,JAIME GARCÍA SORIA,3,46950,XIRIVELLA,València,963790079,963790079,"39,46682","-0,428638"
46026433,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,MARNI II,CENTRE PRIV. ED. INF. 1er CICLE MARNI II,Priv.,CL,DUQUE DE MANDAS,S/N,46019,VALENCIA,València,963650832,963650162,"39,49246","-0,368042"
46026445,ESCOLA INFANTIL DE PRIMER CICLE,MUNICIPAL LA VIETA,EI 1er CICLE MUNICIPAL LA VIETA,Púb.,CL,JAUME I EL CONQUERIDOR,10,46740,CARCAIXENT,València,962433952,,"39,11813","-0,445998"
46026585,CENTRE AUTORITZAT ELEMENTAL DE DANSA,LA UNIÓ MUSICAL D'ALAQUÀS,CENTRE ELEMENTAL DE DANSA DE LA UNIÓ MUSICAL D'ALAQUÀS,Priv.,AV,PAÍS VALENCIÀ,9,46970,ALAQUÀS,València,961503902,,"39,45627","-0,459904"
46026494,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,CATXIRULO,CENTRE PRIV. ED. INF. 1er CICLE CATXIRULO,Priv.,CL,RAFAEL CORT,3,46006,VALENCIA,València,963282125,,"39,4571","-0,367168"
46026500,ESCOLA INFANTIL DE PRIMER CICLE,MUNICIPAL,EI 1er CICLE MUNICIPAL,Púb.,CL,ALACANT,59,46892,MONTAVERNER,València,962297121,,"38,88613","-0,496029"
46026639,CENTRE PRIVAT D'EDUCACIÓ INFANTIL,MI CHALET,CENTRE PRIV. ED. INFANTIL MI CHALET,Priv.,CL,IMPRESOR JOSÉ DE ORGA,10,46022,VALENCIA,València,963555737,,"39,47009","-0,344911"
46026536,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,VIRGEN DE CORTES 2,CENTRE PRIV. ED. INF. 1er CICLE VIRGEN DE CORTES 2,Priv.,CL,GENERAL BARROSO,27,46017,VALENCIA,València,963785644,963813644 ,"39,45324","-0,390294"
03016420,CENTRE PRIVAT E. PRIMÀRIA I SECUNDÀRIA,EL PLANET,CENTRE PRIVAT EL PLANET,Priv.,PD,EL PLANET,71,3590,ALTEA,Alacant,965844224,965843340,"38,58939","-0,074227"
46026603,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,PICCOLO,CENTRE PRIV. ED. INF. 1er CICLE PICCOLO,Priv.,CL,BERENGUER MALLOL,11,46022,VALENCIA,València,963311268,,"39,46525","-0,345029"
46028818,C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES,MUNICIPAL DE FONTANARS DELS ALFORINS,CENTRE FPA MUNICIPAL DE FONTANARS DELS ALFORINS,Púb.,CL,DE LES ESCOLES,1,46635,FONTANARS DELS ALFORINS,València,962222233,960706890,"38,78191","-0,784337"
46027796,C. DOCEN. PÚB. DE FORMACIÓN BÁSICA DE PER. ADULTAS,MUNICIPAL DE GODELLETA,CENTRO FPA MUNICIPAL DE GODELLETA,Púb.,CL,SAN PEDRO,11,46388,GODELLETA,València,961800639,,"39,42336","-0,687665"
46028821,C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES,MUNICIPAL DE GUADASSUAR,CENTRE FPA MUNICIPAL DE GUADASSUAR,Púb.,CL,GRAN VÍA,79,46610,GUADASSUAR,València,962570000,,"39,18816","-0,477026"
46028995,C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES,MUNICIPAL MARÍA DE VIDAURA,CENTRE FPA MUNICIPAL MARÍA DE VIDAURA,Púb.,CL,SANT DOMENECH,18,46838,LLUTXENT,València,962294001,,"38,94291","-0,356154"
46029045,C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES,MUNICIPAL DE MELIANA,CENTRE FPA MUNICIPAL DE MELIANA,Púb.,CL,MARÍA MANGLANO,2,46133,MELIANA,València,961490065,,"39,53063","-0,346488"
46027498,C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES,MUNICIPAL DE MOIXENT,CENTRE FPA MUNICIPAL DE MOIXENT,Púb.,CL,SANTAS RELIQUIAS,3,46640,MOIXENT,València,962295010,,"38,87445","-0,754859"
03016869,C. DOCEN. PÚB. DE FORMACIÓN BÁSICA DE PER. ADULTAS,MUNICIPAL DE SAN FULGENCIO,CENTRO FPA MUNICIPAL DE SAN FULGENCIO,Púb.,CL,LO PLATERO,3,3177,SAN FULGENCIO,Alacant,966794201,,"38,11703","-0,717298"
03016870,C. DOCEN. PÚB. DE FORMACIÓN BÁSICA DE PER. ADULTAS,MUNICIPAL DE SAN MIGUEL DE SALINAS,CENTRO FPA MUNICIPAL DE SAN MIGUEL DE SALINAS,Púb.,CL,MIGUEL GARCÍA GALANT,S/N,3193,SAN MIGUEL DE SALINAS,Alacant,965720001,,"37,97981","-0,791713"
46029653,ESCOLA INFANTIL DE PRIMER CICLE,MUNICIPAL MESTRE MANUEL ROSICH SANCHIS,EI 1er CICLE MUNICIPAL MESTRE MANUEL ROSICH SANCHIS,Púb.,CL,RAMÓN BENEYTO,18,46816,ROTGLÀ I CORBERÀ,València,962928148,962928027,"39,00594","-0,562279"
46026342,COLEGIO RURAL AGRUPADO,VALLE DE AYORA-COFRENTES,CRA VALLE DE AYORA-COFRENTES,Púb.,CL,JARRAL,S/N,46623,JARAFUEL,València,961892960,961892961,"39,14045","-1,073956"
46024679,ESCOLA PRIVADA DE MÚSICA,COLEGIO ADVENTISTA,ESCOLA PRIVADA DE MÚSICA DEL COLEGIO ADVENTISTA,Priv.,CR,DE PETRÉS,S/N,46500,SAGUNT,València,962655757,962650166,"39,70235","-0,282254"
03016407,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,EL PATI,CENTRE PRIV. ED. INF. 1er CICLE EL PATI,Priv.,PZ,SANTA MARÍA MAGDALENA,3,3660,NOVELDA,Alacant,965624684,,"38,38855","-0,766895"
46026457,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,IVAFE,CENTRE PRIVAT FP IVAFE,Priv.,CL,SANTANDER,16-18,46017,VALENCIA,València,961937294,963786599,"39,45435","-0,390111"
46026469,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,SAMARUC,CENTRE PRIV. ED. INF. 1er CICLE SAMARUC,Priv.,CL,GRAZ LIEBENAU,32-IZ,46910,ALFAFAR,València,963961663,,"39,41515","-0,39665"
03016390,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,SOL Y LUNA,CENTRE PRIV. ED. INF. 1er CICLE SOL Y LUNA,Priv.,CL,RAMÓN Y CAJAL,42,3690,SANT VICENT DEL RASPEIG,Alacant,965666177,965666177,"38,39862","-0,527387"
12006329,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,PEKE'S II,CENTRE PRIV. ED. INF. 1er CICLE PEKE'S II,Priv.,CL,L'ILLA DE BALEATO,35,12006,CASTELLÓ DE LA PLANA,Castelló,964253086,964253086,"39,975","-0,0527"
46026548,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,VILLA AMPARO,CENTRE PRIV. ED. INF. 1er CICLE VILLA AMPARO,Priv.,AV,AUSIÀS MARCH,57,46100,BURJASSOT,València,963646282,,"39,51498","-0,41066"
46026551,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,ENCARNA LANDETE Y ANA BOIX,CENTRE PRIV. ED. INF. 1er CICLE ENCARNA LANDETE Y ANA BOIX,Priv.,AV,CALVO ACACIO,3,46250,ALCÚDIA (L'),València,645122686,,"39,19767","-0,505832"
46026573,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,SACAPUNTAS SIN CORTES NI PUNTAS,CENTRE PRIV.ED.INF.1er CICLE SACAPUNTAS SIN CORTES NI PUNTAS,Priv.,CL,CARRERA FUENTE DE SAN LUIS,11,46006,VALENCIA,València,963292020,,"39,4579","-0,37183"
12006299,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA, I. INTER,CENTRE PRIVAT FP I. INTER,Priv.,CL,FERNANDO EL CATÓLICO,3-4,12005,CASTELLÓ DE LA PLANA,Castelló,964230323,,"39,98022","-0,030419"
03017621,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,GARABATOS,CENTRE PRIV. ED. INF. 1er CICLE GARABATOS,Priv.,CL,JIJONA,6,3690,SANT VICENT DEL RASPEIG,Alacant,965667204,965667204,"38,39959","-0,527419"
12007051,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,JUAN G. RIPOLLÉS,CEIP JUAN G. RIPOLLÉS,Púb.,CL,RÍO ADRA,3,12006,CASTELLÓ DE LA PLANA,Castelló,964739390,964739391,"39,97772","-0,052807"
46029665,ESCOLA INFANTIL DE PRIMER CICLE,MUNICIPAL SANTA ANA,EI 1er CICLE MUNICIPAL SANTA ANA,Púb.,CL,MONDÚVER,39,46700,GANDIA,València,962867337,962867337,"38,97262","-0,186483"
46029677,ESCOLA INFANTIL DE PRIMER CICLE,MUNICIPAL DEL GRAU,EI 1er CICLE MUNICIPAL DEL GRAU,Púb.,CL,CAMÍ VELL DEL GRAU,1,46730,GANDIA GRAU I PLATJA,València,962844261,,"38,99382","-0,162766"
46029689,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,LES TERRETES,CEIP LES TERRETES,Púb.,CL,CONSTITUCIÓN,55,46900,TORRENT,València,961205000,961205001,"39,42914","-0,481168"
